tracking_number,recipient_name,address_line_1,address_line_2,city,state,zip,weight_oz,length_in,width_in,height_in,hazmat_flag,sunday_eligible,pod_required,service_type,delivery_notes
940030000000000055,Recipient 55,155 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000056,Recipient 56,156 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000057,Recipient 57,157 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000058,Recipient 58,158 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000059,Recipient 59,159 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000060,Recipient 60,160 Main St,Apt 0,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000061,Recipient 61,161 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000062,Recipient 62,162 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000063,Recipient 63,163 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000064,Recipient 64,164 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000065,Recipient 65,165 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000066,Recipient 66,166 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000067,Recipient 67,167 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000068,Recipient 68,168 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000069,Recipient 69,169 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000070,Recipient 70,170 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000071,Recipient 71,171 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000072,Recipient 72,172 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000073,Recipient 73,173 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000074,Recipient 74,174 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000075,Recipient 75,175 Main St,Apt 15,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000076,Recipient 76,176 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000077,Recipient 77,177 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000078,Recipient 78,178 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000079,Recipient 79,179 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000080,Recipient 80,180 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000081,Recipient 81,181 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000082,Recipient 82,182 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000083,Recipient 83,183 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000084,Recipient 84,184 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000085,Recipient 85,185 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000086,Recipient 86,186 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000087,Recipient 87,187 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000088,Recipient 88,188 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000089,Recipient 89,189 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000090,Recipient 90,190 Main St,Apt 10,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000091,Recipient 91,191 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000092,Recipient 92,192 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000093,Recipient 93,193 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000094,Recipient 94,194 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000095,Recipient 95,195 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000096,Recipient 96,196 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000097,Recipient 97,197 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000098,Recipient 98,198 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000099,Recipient 99,199 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000100,Recipient 100,200 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000101,Recipient 101,201 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000102,Recipient 102,202 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000103,Recipient 103,203 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000104,Recipient 104,204 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000105,Recipient 105,205 Main St,Apt 5,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000106,Recipient 106,206 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000107,Recipient 107,207 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000108,Recipient 108,208 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000109,Recipient 109,209 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000110,Recipient 110,210 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000111,Recipient 111,211 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000112,Recipient 112,212 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000113,Recipient 113,213 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000114,Recipient 114,214 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000115,Recipient 115,215 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000116,Recipient 116,216 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000117,Recipient 117,217 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000118,Recipient 118,218 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000119,Recipient 119,219 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000120,Recipient 120,220 Main St,Apt 0,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000121,Recipient 121,221 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000122,Recipient 122,222 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000123,Recipient 123,223 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000124,Recipient 124,224 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000125,Recipient 125,225 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000126,Recipient 126,226 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000127,Recipient 127,227 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000128,Recipient 128,228 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000129,Recipient 129,229 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000130,Recipient 130,230 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000131,Recipient 131,231 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000132,Recipient 132,232 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000133,Recipient 133,233 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000134,Recipient 134,234 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000135,Recipient 135,235 Main St,Apt 15,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000136,Recipient 136,236 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000137,Recipient 137,237 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000138,Recipient 138,238 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000139,Recipient 139,239 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000140,Recipient 140,240 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000141,Recipient 141,241 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000142,Recipient 142,242 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000143,Recipient 143,243 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000144,Recipient 144,244 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000145,Recipient 145,245 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000146,Recipient 146,246 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000147,Recipient 147,247 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000148,Recipient 148,248 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000149,Recipient 149,249 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000150,Recipient 150,250 Main St,Apt 10,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000151,Recipient 151,251 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000152,Recipient 152,252 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000153,Recipient 153,253 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000154,Recipient 154,254 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000155,Recipient 155,255 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000156,Recipient 156,256 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000157,Recipient 157,257 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000158,Recipient 158,258 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000159,Recipient 159,259 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000160,Recipient 160,260 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000161,Recipient 161,261 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000162,Recipient 162,262 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000163,Recipient 163,263 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000164,Recipient 164,264 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000165,Recipient 165,265 Main St,Apt 5,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000166,Recipient 166,266 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000167,Recipient 167,267 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000168,Recipient 168,268 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000169,Recipient 169,269 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000170,Recipient 170,270 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000171,Recipient 171,271 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000172,Recipient 172,272 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000173,Recipient 173,273 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000174,Recipient 174,274 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000175,Recipient 175,275 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000176,Recipient 176,276 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000177,Recipient 177,277 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000178,Recipient 178,278 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000179,Recipient 179,279 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000180,Recipient 180,280 Main St,Apt 0,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000181,Recipient 181,281 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000182,Recipient 182,282 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000183,Recipient 183,283 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000184,Recipient 184,284 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000185,Recipient 185,285 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000186,Recipient 186,286 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000187,Recipient 187,287 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000188,Recipient 188,288 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000189,Recipient 189,289 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000190,Recipient 190,290 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000191,Recipient 191,291 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000192,Recipient 192,292 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000193,Recipient 193,293 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000194,Recipient 194,294 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000195,Recipient 195,295 Main St,Apt 15,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000196,Recipient 196,296 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000197,Recipient 197,297 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000198,Recipient 198,298 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000199,Recipient 199,299 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000200,Recipient 200,100 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000201,Recipient 201,101 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000202,Recipient 202,102 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000203,Recipient 203,103 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000204,Recipient 204,104 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000205,Recipient 205,105 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000206,Recipient 206,106 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000207,Recipient 207,107 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000208,Recipient 208,108 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000209,Recipient 209,109 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000210,Recipient 210,110 Main St,Apt 10,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000211,Recipient 211,111 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000212,Recipient 212,112 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000213,Recipient 213,113 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000214,Recipient 214,114 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000215,Recipient 215,115 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000216,Recipient 216,116 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000217,Recipient 217,117 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000218,Recipient 218,118 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000219,Recipient 219,119 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000220,Recipient 220,120 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000221,Recipient 221,121 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000222,Recipient 222,122 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000223,Recipient 223,123 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000224,Recipient 224,124 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000225,Recipient 225,125 Main St,Apt 5,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000226,Recipient 226,126 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000227,Recipient 227,127 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000228,Recipient 228,128 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000229,Recipient 229,129 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000230,Recipient 230,130 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000231,Recipient 231,131 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000232,Recipient 232,132 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000233,Recipient 233,133 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000234,Recipient 234,134 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000235,Recipient 235,135 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000236,Recipient 236,136 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000237,Recipient 237,137 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000238,Recipient 238,138 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000239,Recipient 239,139 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000240,Recipient 240,140 Main St,Apt 0,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000241,Recipient 241,141 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000242,Recipient 242,142 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000243,Recipient 243,143 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000244,Recipient 244,144 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000245,Recipient 245,145 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000246,Recipient 246,146 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000247,Recipient 247,147 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000248,Recipient 248,148 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000249,Recipient 249,149 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940030000000000250,Recipient 250,150 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940030000000000251,Recipient 251,151 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
