tracking_number,recipient_name,address_line_1,address_line_2,city,state,zip,weight_oz,length_in,width_in,height_in,hazmat_flag,sunday_eligible,pod_required,service_type,delivery_notes
940020000000000024,Recipient 24,124 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000025,Recipient 25,125 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000026,Recipient 26,126 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000027,Recipient 27,127 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000028,Recipient 28,128 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000029,Recipient 29,129 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000030,Recipient 30,130 Main St,Apt 10,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000031,Recipient 31,131 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000032,Recipient 32,132 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000033,Recipient 33,133 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000034,Recipient 34,134 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000035,Recipient 35,135 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000036,Recipient 36,136 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000037,Recipient 37,137 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000038,Recipient 38,138 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000039,Recipient 39,139 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000040,Recipient 40,140 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000041,Recipient 41,141 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000042,Recipient 42,142 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000043,Recipient 43,143 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000044,Recipient 44,144 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000045,Recipient 45,145 Main St,Apt 5,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000046,Recipient 46,146 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000047,Recipient 47,147 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000048,Recipient 48,148 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000049,Recipient 49,149 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000050,Recipient 50,150 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000051,Recipient 51,151 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000052,Recipient 52,152 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000053,Recipient 53,153 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000054,Recipient 54,154 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000055,Recipient 55,155 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000056,Recipient 56,156 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000057,Recipient 57,157 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000058,Recipient 58,158 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000059,Recipient 59,159 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000060,Recipient 60,160 Main St,Apt 0,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000061,Recipient 61,161 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000062,Recipient 62,162 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000063,Recipient 63,163 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000064,Recipient 64,164 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000065,Recipient 65,165 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000066,Recipient 66,166 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000067,Recipient 67,167 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000068,Recipient 68,168 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000069,Recipient 69,169 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000070,Recipient 70,170 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000071,Recipient 71,171 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000072,Recipient 72,172 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000073,Recipient 73,173 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000074,Recipient 74,174 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000075,Recipient 75,175 Main St,Apt 15,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000076,Recipient 76,176 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000077,Recipient 77,177 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000078,Recipient 78,178 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000079,Recipient 79,179 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000080,Recipient 80,180 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000081,Recipient 81,181 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000082,Recipient 82,182 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000083,Recipient 83,183 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000084,Recipient 84,184 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000085,Recipient 85,185 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000086,Recipient 86,186 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000087,Recipient 87,187 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000088,Recipient 88,188 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000089,Recipient 89,189 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000090,Recipient 90,190 Main St,Apt 10,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000091,Recipient 91,191 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000092,Recipient 92,192 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000093,Recipient 93,193 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000094,Recipient 94,194 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000095,Recipient 95,195 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000096,Recipient 96,196 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000097,Recipient 97,197 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000098,Recipient 98,198 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000099,Recipient 99,199 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000100,Recipient 100,200 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000101,Recipient 101,201 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000102,Recipient 102,202 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000103,Recipient 103,203 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000104,Recipient 104,204 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000105,Recipient 105,205 Main St,Apt 5,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000106,Recipient 106,206 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000107,Recipient 107,207 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000108,Recipient 108,208 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000109,Recipient 109,209 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000110,Recipient 110,210 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000111,Recipient 111,211 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000112,Recipient 112,212 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000113,Recipient 113,213 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000114,Recipient 114,214 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000115,Recipient 115,215 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000116,Recipient 116,216 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000117,Recipient 117,217 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000118,Recipient 118,218 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000119,Recipient 119,219 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000120,Recipient 120,220 Main St,Apt 0,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000121,Recipient 121,221 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000122,Recipient 122,222 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000123,Recipient 123,223 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000124,Recipient 124,224 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000125,Recipient 125,225 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000126,Recipient 126,226 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000127,Recipient 127,227 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000128,Recipient 128,228 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000129,Recipient 129,229 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000130,Recipient 130,230 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000131,Recipient 131,231 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000132,Recipient 132,232 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000133,Recipient 133,233 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000134,Recipient 134,234 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000135,Recipient 135,235 Main St,Apt 15,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000136,Recipient 136,236 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000137,Recipient 137,237 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000138,Recipient 138,238 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000139,Recipient 139,239 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000140,Recipient 140,240 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000141,Recipient 141,241 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000142,Recipient 142,242 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000143,Recipient 143,243 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000144,Recipient 144,244 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000145,Recipient 145,245 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000146,Recipient 146,246 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000147,Recipient 147,247 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000148,Recipient 148,248 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000149,Recipient 149,249 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000150,Recipient 150,250 Main St,Apt 10,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000151,Recipient 151,251 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000152,Recipient 152,252 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000153,Recipient 153,253 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000154,Recipient 154,254 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000155,Recipient 155,255 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000156,Recipient 156,256 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000157,Recipient 157,257 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000158,Recipient 158,258 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000159,Recipient 159,259 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000160,Recipient 160,260 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000161,Recipient 161,261 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000162,Recipient 162,262 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000163,Recipient 163,263 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000164,Recipient 164,264 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000165,Recipient 165,265 Main St,Apt 5,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000166,Recipient 166,266 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000167,Recipient 167,267 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000168,Recipient 168,268 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000169,Recipient 169,269 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000170,Recipient 170,270 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000171,Recipient 171,271 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000172,Recipient 172,272 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000173,Recipient 173,273 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000174,Recipient 174,274 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000175,Recipient 175,275 Main St,Apt 15,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000176,Recipient 176,276 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000177,Recipient 177,277 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000178,Recipient 178,278 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000179,Recipient 179,279 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000180,Recipient 180,280 Main St,Apt 0,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000181,Recipient 181,281 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000182,Recipient 182,282 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000183,Recipient 183,283 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000184,Recipient 184,284 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000185,Recipient 185,285 Main St,Apt 5,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000186,Recipient 186,286 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000187,Recipient 187,287 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000188,Recipient 188,288 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000189,Recipient 189,289 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000190,Recipient 190,290 Main St,Apt 10,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000191,Recipient 191,291 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000192,Recipient 192,292 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000193,Recipient 193,293 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000194,Recipient 194,294 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000195,Recipient 195,295 Main St,Apt 15,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000196,Recipient 196,296 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000197,Recipient 197,297 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000198,Recipient 198,298 Main St,,South Bend,IN,46628,16,12,10,8,false,true,false,Priority Mail,
940020000000000199,Recipient 199,299 Main St,,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
940020000000000200,Recipient 200,100 Main St,Apt 0,South Bend,IN,46614,16,12,10,8,false,true,false,Priority Mail,
